id,procedure_statutory_instrument_name,statutory_instrument_number,statutory_instrument_number_prefix,statutory_instrument_number_year,coming_into_force_note,coming_into_force_date,made_date,web_link,triple_store_id,acts_string,preceding_work_packaged_thing_string
7122,National Security Act 2023 (Foreign Activities and Foreign Influence Registration Scheme: Specified Persons) (Russia) Regulations 2025,,SI,2025,Coming into force in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2025/9780348270778,FmOaoehP,17824,
871,Law Enforcement and Security (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with Regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2019/9780111178102,bmrRBtTt,"843, 1",
4262,National Security and Investment Act 2021 (Notifiable Acquisition) (Specification of Qualifying Entities) Regulations 2021,,SI,2021,,2022-01-04 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2021/9780348226935,p1dzuqS0,1389,
5176,Trade in Animals and Related Products (Amendment and Legislative Functions) Regulations 2022,,SI,2022,in accordance with regulation 2,,,https://www.legislation.gov.uk/ukdsi/2022/9780348239867,7l7o6xz6,1,
218,European Union (Withdrawal) Act 2018 (Consequential Amendments) Regulations 2018,,SI,2018,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2018/9780111171653,pg1MaN6V,1,
580,Crown Dependencies Customs Union (Isle of Man) (EU Exit) Order 2018,,SI,2018,,,,https://www.legislation.gov.uk/ukdsi/2018/9780111175156,6jpvcoy3,1077,
5424,Postponement of Local Elections (Northern Ireland) Order 2023,,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348244007,SmugWlgK,1052,
1067,International Waste Shipments (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 2,,,https://www.legislation.gov.uk/ukdsi/2019/9780111180600,fJKT93ZZ,"1, 2419",
2463,Criminal Justice and Courts Act 2015 (Consequential Amendment) Regulations 2019,,SI,2019,in accordance with Regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111190531,Y7FIhRyN,1073,
4499,Bury (Electoral Changes) Order 2022,,SI,2022,in accordance with articles 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2022/9780348229899,4dG16QWv,949,
5756,Postal Packets (Miscellaneous Amendments) Regulations 2023,,SI,2023,,2023-08-31 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2023/9780348249453,QruXmZdC,1,
4575,Guaranteed Minimum Pensions Increase Order 2022,,SI,2022,,2022-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2022/9780348231076,HUwKV9x5,452,
331,Financial Services and Markets Act 2000 (Claims Management Activity) Order 2018,,SI,2018,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2018/9780111172964,57kWuZb4,1282,
1525,Basingstoke and Deane (Electoral Changes) Order 2019,,SI,2019,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2019/9780111187135,BaHfuL4W,949,
6040,Employment Tribunals and Employment Appeal Tribunal (Composition of Tribunal) Regulations 2023,,SI,2023,In accordance with regulation 1(1),,,https://www.legislation.gov.uk/ukdsi/2023/9780348253689,lE2SvokG,877,
6042,Immigration (Employment of Adults Subject to Immigration Control) (Maximum Penalty) (Amendment) Order 2023,,SI,2023,In accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2023/9780348253719,vhuHtbv9,1238,
2200,"Finance Act 2003, Part 3 (Amendment) Order 2018",,SI,2018,,,,https://www.legislation.gov.uk/ukdsi/2018/9780111165751,ekiEOxJj,759,
66,East Hampshire (Electoral Changes) Order 2018,,SI,2018,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2018/9780111170069,CHZfxISd,949,
512,Gaming Machine (Miscellaneous Amendments and Revocation) Regulations 2018,,SI,2018,,2019-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2018/9780111174753,tvZXn7NI,1355,
872,Financial Services Contracts (Transitional and Saving Provision) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1(2).,,,https://www.legislation.gov.uk/ukdsi/2019/9780111178416,HUENHSWe,1,
886,Tax Credits and Guardian's Allowance Up-rating Regulations 2019,,SI,2019,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2019/9780111178348,Hp3hc2xd,"795, 528, 527",
7183,South Tyneside (Electoral Changes) Order 2025,,SI,2025,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2025/9780348271898,lEX342U3,949,
4385,Financial Services Act 2021 (Prudential Regulation of Credit Institutions and Investment Firms) (Consequential Amendments and Miscellaneous Provisions) Regulations 2021,,SI,2021,in accordance with regulation 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2021/9780348228489,5M6P0VpS,"1, 1282, 25, 1034, 1383",
543,Services of Lawyers and Lawyer?s Practice (Revocation etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111174869,t2vS1LtP,1,
3291,Taking Account of Convictions (EU Exit) (Amendment) Regulations 2020,,SI,2020,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2020/9780348212341,cwhEEPXK,1,
5282,Non-Domestic Rating (Chargeable Amounts) (England) Regulations 2022,,SI,2022,in accordance with regulation 2,,,https://www.legislation.gov.uk/ukdsi/2022/9780348241488,mI52kV5u,397,
620,Nuclear Safeguards (EU Exit) Regulations 2018,,SI,2018,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111175545,TbYFr2gJ,"1278, 863",
894,Import of and Trade in Animals and Animal Products (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2019/9780111178690,OGOnuULo,1,
3313,Reciprocal and Cross-Border Healthcare (Amendment etc.) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2020/9780348212594,bWcmhzQr,"1, 1354",
4551,"Passenger, Crew and Service Information (Civil Penalties) (Amendment) Regulations 2022",,SI,2022,,2022-03-31 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2022/9780348230789,nsSvtrsD,"1238, 2565",
275,Double Taxation Relief and International Tax Enforcement (Guernsey) Order 2018,,SI,2018,,,,https://www.legislation.gov.uk/ukdsi/2018/9780111172346,jKZxBFHe,"1219, 338",
4881,Animal Welfare (Miscellaneous Amendments) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348235340,WTD8tFSW,1,
5340,Legislative Reform (Horserace Betting Levy) Order 2018,,SI,2018,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111173084,6sO158Vz,1179,
885,Guaranteed Minimum Pensions Increase Order 2019,,SI,2019,,2019-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2019/9780111178423,iX8XovOR,452,
6663,European Bank for Reconstruction and Development (Further Payments to Capital Stock) Order 2024,,SI,2024,in accordance with article 1(1),,,https://www.legislation.gov.uk/ukdsi/2024/9780348263824,vfuYaj9G,1307,
1526,Cambridge (Electoral Changes) Order 2019,,SI,2019,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2019/9780111187104,AyccNmPQ,949,
345,Textile Products (Amendment) (EU Exit) Regulations 2018,,SI,2018,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111173138,T8QuQbfp,1,
5949,"Health Protection (Coronavirus, Testing Requirements and Standards) (England) (Amendment and Transitional Provision) Regulations 2023",,SI,2023,,2024-01-01 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2023/9780348252484,URWUKMwM,1669,
4991,Waverley (Electoral Changes) Order 2022,,SI,2022,In accordance with article 1(2) and (3).,,,https://www.legislation.gov.uk/ukdsi/2022/9780348236873,mL9p4ita,949,
4728,Major Sporting Events (Income Tax Exemption) (Finalissima Football Match) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348233155,zjjaZMIE,1191,
5361,Environmental Targets (Fine Particulate Matter) (England) Regulations 2022,,SI,2022,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2022/9780348242959,lyDUI8eI,1395,
6974,Civil Proceedings and Magistrates' Courts Fees (Amendment) Order 2025,,SI,2025,,,,https://www.legislation.gov.uk/ukdsi/2025/9780348268645,9FTF6FlI,"666, 1199",
7012,Bradford (Electoral Changes) Order 2025,,SI,2025,"in accordance with articles 1(2), (3), and (4)",,,https://www.legislation.gov.uk/ukdsi/2025/9780348269185,l7D21dFH,949,
5330,Police and Criminal Evidence Act 1984 (Codes of Practice) (Revision of Code H) Order 2023,,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348242430,hYQ5XOp6,1654,
804,Ecodesign for Energy-Related Products and Energy Information (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111177495,7EoE8lJ0,"1, 2419",
6697,Collective Investment Schemes (Temporary Recognition) and Central Counterparties (Transitional Provision) (Amendment) Regulations 2024,,SI,2024,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2024/9780348264388,s1D5y4gm,17810,
3418,Immigration (Leave to Enter and Remain) (Amendment) (EU Exit) Order 2020,,SI,2020,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2020/9780348214000,DgoG7yt0,2565,
1497,Hartlepool (Electoral Changes) Order 2019,,SI,2019,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2019/9780111186732,gQH9KmOr,949,
5821,Buckinghamshire (Electoral Changes) Order 2023,,SI,2023,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2023/9780348250244,DaKidEvY,949,
162,European Union (Definition of Treaties) (Canada Trade Agreement) Order 2018,,SI,2018,in accordance with article 2,,,https://www.legislation.gov.uk/ukdsi/2018/9780111169438,X9tJrtug,2419,
6964,Double Taxation Relief and International Tax Enforcement (Belarus) (Revocation) Order 2025,,SI,2025,,,,https://www.legislation.gov.uk/ukdsi/2025/9780348268423,HWBvAxuO,1219,
2929,Port Examination Codes of Practice and National Security Determinations Guidance Regulations 2020,,SI,2020,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2020/9780111196670,R6N6bx0l,"1070, 176, 608",
6296,Official Controls (Fees and Charges) (Amendment) Regulations 2024,,SI,2024,,2024-04-30 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2024/9780348258028,rvMThL0T,17808,
238,"Central Counterparties (Amendment, etc., and Transitional Provision) (EU Exit) Regulations 2018",,SI,2018,in accordance with regulation 1(2) and (3).,,,https://www.legislation.gov.uk/ukdsi/2018/9780111171882,3Iw5OmCs,1,
1042,REACH etc. (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1(1),,,https://www.legislation.gov.uk/ukdsi/2019/9780111180358,i9t65tJz,1,
5406,Benefit Cap (Annual Limit) (Amendment) Regulations 2023,,SI,2023,,2023-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2023/9780348243673,QKDnukrR,1353,
3694,Mesothelioma Lump Sum Payments (Conditions and Amounts) (Amendment) Regulations 2021,,SI,2021,,2021-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348218961,vJeeOUuD,79,
6735,Road Transport (International Passenger Services) (Amendment) Regulations 2024,,SI,2024,,2025-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2024/9780348264760,xzIWoLrf,"2366, 12",
6622,Franchising Schemes (Franchising Authorities) (England) Regulations 2024,,SI,2024,In accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2024/9780348263305,vc5oOHpm,46,
3376,Construction Products (Amendment etc.) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2020/9780348213577,379OAlgo,1,
1093,Services of Lawyers and Lawyer's Practice (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111180891,XkAGXRXi,1,
2340,Double Taxation Relief (Base Erosion and Profit Shifting) Order 2018,,SI,2018,,,,https://www.legislation.gov.uk/ukdsi/2018/9780111168127,V7Z4MEfs,1219,
5944,Resolution of Central Counterparties (Modified Application of Corporate Law and Consequential Amendments) Regulations 2023,,SI,2023,,2023-12-31 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2023/9780348252347,VJA1BMxe,17810,
429,Competition (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1(1),,,https://www.legislation.gov.uk/ukdsi/2019/9780111173930,ELxpZRzA,1,
6573,"Nationality, Immigration and Asylum Act 2002 (Juxtaposed Controls) (Amendment) Order 2024",,SI,2024,,,,https://www.legislation.gov.uk/ukdsi/2024/9780348262698,KlSmJkhH,789,
449,"Bournemouth, Christchurch and Poole (Electoral Changes) Order 2018",,SI,2018,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2018/9780111173954,rSCjFcLP,949,
5727,Consumer Rights Act 2015 (Enforcement) (Amendment) Order 2023,,SI,2023,In accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2023/9780348248791,v2JWKknj,1332,
1075,Law Applicable to Contractual Obligations and Non-Contractual Obligations (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111180785,uBKRwTzu,1,704
6002,Data Protection (Fundamental Rights and Freedoms) (Amendment) Regulations 2023,,SI,2023,In accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2023/9780348253139,SVQzTF08,17808,5883
5439,Medical Devices and Blood Safety and Quality (Fees Amendment) Regulations 2023,,SI,2023,,2023-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2023/9780348244502,qBsnyEau,24,
764,Storage of Carbon Dioxide (Amendment and Power to Modify) (EU Exit) Regulations 2018,,SI,2018,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111177198,MamodFeY,"1, 2419",
1833,Risk Transformation Regulations 2017,,SI,2017,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2017/9780111160596,dqHV7yhT,"1282, 2419",
5404,"Tax Credits, Child Benefit and Guardian?s Allowance Up-rating Regulations 2023",,SI,2023,in accordance with regulation 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2023/9780348243765,rpQYmNMD,"528, 795, 527",
7281,Data Protection Act 2018 (Qualifying Competent Authorities) Regulations 2025,,SI,2025,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2025/9780348273632,T9k3lRXs,1033,
181,Freedom of Information (Designation as Public Authority and Amendment) Order 2018,,SI,2018,in accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2018/9780111171158,BRZBy463,44,
3282,Citizens' Rights (Frontier Workers) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2020/9780348212228,UZEvuasC,1320,
6814,Clean Heat Market Mechanism Regulations 2024,,SI,2024,,2025-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2024/9780348266047,1AK2c2hW,18398,
3755,National Minimum Wage (Amendment) Regulations 2021,,SI,2021,,2021-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348219586,qjGKmmVk,427,
6275,Renewable Transport Fuel Obligations (Amendment) Order 2024,,SI,2024,,2024-07-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2024/9780348257830,5SOKi5IC,909,
6234,Representation of the People (Variation of Election Expenses and Exclusions) Regulations 2024,,SI,2024,,,,https://www.legislation.gov.uk/ukdsi/2024/9780348256895,0Gc2bvc9,"61, 928, 1052, 1718",
4870,Hovercraft (Application of Enactments) and Merchant Shipping (Prevention of Pollution) (Law of the Sea Convention) Amendment Order 2022,,SI ,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348235067,K9eTz3mW,"411, 2742",
5109,International Development Association (Twentieth Replenishment) Order 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348239003,TGJWvko5,1307,
6240,"Economic Crime and Corporate Transparency Act 2023 (Consequential, Supplementary and Incidental Provisions) Regulations 2024",,SI,2024,In accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2024/9780348257151,flU1j3PS,18395,
3487,Agriculture and Horticulture Development Board (Amendment) Order 2020,,SI,2020,,,,https://www.legislation.gov.uk/ukdsi/2020/9780348214970,Scs4cmLA,1012,
3378,European Union (Withdrawal) Act 2018 (Relevant Court) (Retained EU Case Law) Regulations 2020,,SI,2020,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2020/9780348213683,gIlSe0p5,1,
276,Double Taxation Relief and International Tax Enforcement (Isle of Man) Order 2018,,SI,2018,,,,https://www.legislation.gov.uk/ukdsi/2018/9780111172353,8nULnQBi,"1219, 338",
6217,Proceeds of Crime Act 2002 and Terrorism Act 2000 (Certain Information Orders: Code of Practice) Regulations 2024,,SI,2024,,2024-04-26 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2024/9780348256635,363ECsqI,"176, 1358",
4912,Plant Health etc. (Miscellaneous Fees) (Amendment) (England) Regulations 2022,,SI,2022,,2022-07-22 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2022/9780348235821,TmcZ2LME,1,
329,Short Selling (Amendment) (EU Exit) Regulations 2018,,SI,2018,,,,https://www.legislation.gov.uk/ukdsi/2018/9780111173039,WFivvWVa,1,
3404,"Import of, and Trade in, Animals and Animal Products (Miscellaneous Amendments) (EU Exit) Regulations 2020",,SI,2020,in accordance with regulation 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2020/9780348213928,h9kNwlck,1,
3107,Immigration (Health Charge) (Amendment) Order 2020,,SI,2020,in accordance with article 1(1),,,https://www.legislation.gov.uk/ukdsi/2020/9780348210231,s71MvQp2,1300,
2945,Representation of the People (Electoral Registers Publication Date) Regulations 2020,,SI,2020,in accordance with regulation 1(1),,,https://www.legislation.gov.uk/ukdsi/2020/9780111196854,qvLj2wot,"1718, 1052",
3308,State Aid (Revocations and Amendments) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1(2).,,,https://www.legislation.gov.uk/ukdsi/2020/9780348212570,IULIn5H2,1,
1678,"European Parliamentary Elections etc. (Repeal, Revocation, Amendment and Saving Provisions) (United Kingdom and Gibraltar) (EU Exit) (Amendment) Regulations 2019",,SI,2019,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2019/9780111189061,ELURXg7s,1,
3263,London Borough of Sutton (Electoral Changes) Order 2020,,SI,2020,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2020/9780348211924,ARo2KRPc,949,
224,Tees Valley Combined Authority (Adult Education Functions) Order 2018,,SI,2018,in accordance with article 1.,,,https://www.legislation.gov.uk/ukdsi/2018/9780111171707,DVgODdNe,949,
