id,procedure_statutory_instrument_name,statutory_instrument_number,statutory_instrument_number_prefix,statutory_instrument_number_year,coming_into_force_note,coming_into_force_date,made_date,web_link,triple_store_id,acts_string,preceding_work_packaged_thing_string
6524,Renewable Transport Fuel Obligations (Sustainable Aviation Fuel) Order 2024,,SI,2024,,2025-01-01 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2024/9780348261714,x6AXme90,909,
6198,Terrorism Act 2000 (Proscribed Organisations) (Amendment) Order 2024,,SI,2024,,,,https://www.legislation.gov.uk/ukdsi/2024/9780348256307,WFw5CsKr,176,
5955,Investigatory Powers Act 2016 (Remedial) Order 2023,,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348252446,m7jEoxB8,1324,5561
7180,Enterprise Act 2002 (Mergers Involving Newspaper Enterprises and Foreign Powers) Regulations 2025,,SI,2025,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2025/9780348271959,2nUAdD95,1258,
614,Higher Education (Fee Limits for Accelerated Courses) (England) Regulations 2018,,SI,2018,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111175637,4jR0ZkRL,20,
6739,National Security Act 2023 (Consequential Amendment of Primary Legislation) Regulations 2025,,SI,2025,,,,https://www.legislation.gov.uk/ukdsi/2025/9780348264838,1SztzsJP,17824,
4804,Fylde (Electoral Changes) Order 2022,,SI,2022,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2022/9780348234152,LzGX5Rsg,949,
6043,Immigration Act 2014 (Residential Accommodation) (Maximum Penalty) Order 2023,,SI,2023,In accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2023/9780348253726,ERBjXNu1,1300,
961,Transparency of Securities Financing Transactions and of Reuse (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111179376,u3TgTQAr,1,
2592,Judicial Pensions and Fee-Paid Judges' Pension Schemes (Contributions) (Amendment) Regulations 2020,,SI,2020,,2020-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2020/9780111192184,AUsjHOck,"869, 1315",
1543,Environment (Legislative Functions from Directives) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111187555,57uAEx42,1,
3568,Plant Health (Amendment) (EU Exit) Regulations 2020,,SI,2020,,,,https://www.legislation.gov.uk/ukdsi/2020/9780348216875,Nq6zgyhw,1,
3366,Food and Feed Hygiene and Safety (Miscellaneous Amendments etc.) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2020/9780348213669,5qIVuf1h,1,
2618,"Tax Credits, Child Benefit and Guardian's Allowance Up-rating Regulations 2020",,SI,2020,,2020-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2020/9780111192535,ZeYy4DUe,"795, 528, 527",
661,Fisheries (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111176146,ZLjNeb9Y,1,
7113,Finance Act 2021 (Increase in Schedule 26 Penalty Percentages) Regulations 2025,,SI,2025,,2025-05-31 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2025/9780348270761,0Wv6bgBx,1391,
3364,Road Vehicle Carbon Dioxide Emission Performance Standards (Cars and Vans) (Amendment) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1(2) and (3).,,,https://www.legislation.gov.uk/ukdsi/2020/9780348213485,virDfwx4,1,
3338,Persistent Organic Pollutants (Amendment) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 2.,,,https://www.legislation.gov.uk/ukdsi/2020/9780348212921,1MRfOFTK,1,
3328,Timber and Timber Products and FLEGT (Amendment) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1(2).,,,https://www.legislation.gov.uk/ukdsi/2020/9780348212877,bfOXzzUg,1,
7254,Online Safety Act 2023 (Qualifying Worldwide Revenue) Regulations 2025,,SI,2025,In accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2025/9780348273113,TqlG6zey,18393,
4588,Early Legal Advice Pilot Scheme Order 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348231311,yTeDkU6K,1329,
5591,"Police, Crime, Sentencing and Courts Act 2022 (Extraction of Information from Electronic Devices) (Amendment of Schedule 3) Regulations 2023",,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348247107,t0HhI8fH,6935,
450,Dorset (Electoral Changes) Order 2018,,SI,2018,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2018/9780111173961,mLomz9Wq,949,
6897,"Online Safety Act 2023 (Category 1, Category 2A and Category 2B Threshold Conditions) Regulations 2025",,SI,2025,In accordance with regulation 1(2).,,,https://www.legislation.gov.uk/ukdsi/2025/9780348267174,TxW3BnVV,18393,
7206,Electricity Capacity (Amendment) (No. 2) Regulations 2025,,SI,2025,,,,https://www.legislation.gov.uk/ukdsi/2025/9780348272277,fKSBk4Al,863,
6766,Silicon Valley Bank UK Limited Compensation Scheme Order 2024,,SI,2024,In accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2024/9780348265217,oVCVNQcj,25,
736,Plant Protection Products (Miscellaneous Amendments) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1(1),,,https://www.legislation.gov.uk/ukdsi/2019/9780111176931,jKFeFItK,1,
1041,Food and Feed Imports (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111180396,jGYV9MmF,1,
1027,Food and Feed (Maximum Permitted Levels of Radioactive Contamination) (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111180228,0d6PLGPl,1,
1479,Double Taxation Relief (Cyprus) Order 2019,,SI,2019,,,,https://www.legislation.gov.uk/ukdsi/2019/9780111186527,JopTtMHV,1219,
4467,"Small Business, Enterprise and Employment Act 2015 and Pubs Code etc. (Amendment) Regulations 2021",,SI,2021,,2022-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348229561,FpfgHA1K,1330,
895,Equivalence Determinations for Financial Services and Miscellaneous Provisions (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2019/9780111178607,roEZp6gx,1,
6852,Airports Slot Allocation (Alleviation of Usage Requirements etc.) Regulations 2025,,SI,2025,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2025/9780348266696,5MTgr1rS,17808,
1071,Immigration (European Economic Area Nationals) (EU Exit) Order 2019,,SI,2019,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2019/9780111180587,hf7hrh2q,"200, 789, 1300",
3038,Functions of the Investigatory Powers Commissioner (Oversight of the Data Access Agreement between the United Kingdom and the United States of America and of functions exercisable under the Crime (Overseas Production Orders) Act 2019) Regulations 2020,,SI,2020,,,,https://www.legislation.gov.uk/ukdsi/2020/9780348209440,gZxw7xYk,1334,
6363,Immigration (Leave to Enter and Remain) (Amendment) Order 2024,,SI,2024,In accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2024/9780348259056,WAA94XYX,2565,
1133,Market Measures (Marketing Standards) (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111181102,9XbiXI7x,1,
869,Pneumoconiosis etc. (Workers' Compensation) (Payment of Claims) (Amendment) Regulations 2019,,SI,2019,,2019-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2019/9780111178140,NR3SWSch,1944,
5485,Building (Public Bodies and Higher-Risk Building Work) (England) Regulations 2023,,SI,2023,Coming into force in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2023/9780348245233,znCYIyoT,1650,
1274,Customs (Economic Operators Registration and Identification) (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2019/9780111182239,J5CYLKiU,1,993
1065,Aviation Statistics (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111180853,R6x5TE0A,1,949
6755,Inter-American Investment Corporation (Further Payments to Capital Stock) Order 2024,,SI,2024,In accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2024/9780348265019,cDvDLiqL,1307,
2495,Rotherham (Electoral Changes) (Amendment) Order 2019,,SI,2019,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111189764,nJRkANmw,949,
5654,Basildon (Electoral Changes) Order 2023,,SI,2023,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2023/9780348247886,GP6ftrzG,949,
3951,Misuse of Drugs Act 1971 (Amendment) Order 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348221954,2lpLfj3Q,2522,
2887,"Environmental Protection (Plastic Straws, Cotton Buds and Stirrers) (England) Regulations 2020",,SI,2020,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2020/9780111196205,xRSMNk1J,"165, 1230",
2237,South Gloucestershire (Electoral Changes) Order 2018,,SI,2018,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2018/9780111166062,4T60Nxuw,949,
5294,Civil Legal Aid (Housing and Asylum Accommodation) Order 2023,,SI,2023,in accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2023/9780348241877,pcXU5YdZ,1329,
1695,International Headquarters and Defence Organisations (Designation and Privileges) Order 2017,,SI,2017,,2017-12-14 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2017/9780111158463,mVJ1xy3f,3062,
3261,London Borough of Hammersmith & Fulham (Electoral Changes) Order 2020,,SI,2020,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2020/9780348211931,4JNr2vTu,949,
4604,"European Union (Withdrawal) Act 2018 (Repeal of EU Restrictions in Devolution Legislation, etc.) Regulations 2022",,SI,2022,,2022-03-31 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2022/9780348231342,e5SSVk9s,1,
68,King's Lynn and West Norfolk (Electoral Changes) Order 2018,,SI,2018,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2018/9780111170083,b9hRtbhC,949,
6957,"Food and Feed (Regulated Products) (Amendment, Revocation, Consequential and Transitional Provision) Regulations 2025",,SI,2025,,2025-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2025/9780348268386,LOqHA47C,17808,
82,European Union (Definition of Treaties) (Association Agreement) (Central America) Order 2018,,SI,2018,in accordance with article 2,,,https://www.legislation.gov.uk/ukdsi/2018/9780111169896,Y5ihrxeg,2419,
2629,Justices of the Peace and Authorised Court and Tribunal Staff (Costs) Regulations 2020,,SI,2020,,2020-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2020/9780111192788,FWe7yQ0C,"666, 1025",
2316,Child Safeguarding Practice Review and Relevant Agency (England) Regulations 2018,,SI,2018,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2018/9780111167540,fWL5lpjl,1262,
4555,Non-Domestic Rating (Levy and Safety Net) (Amendment) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348230901,pDkpIbWZ,397,
616,Electronic Communications and Wireless Telegraphy (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111175613,61EL5bFi,1,
3493,Social Security Co-ordination (Revocation of Retained Direct EU Legislation and Related Amendments) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2020/9780348215359,UmsQKLh2,9,
5325,"Legal Aid, Sentencing and Punishment of Offenders Act 2012 (Legal Aid: Family and Domestic Abuse) (Miscellaneous Amendments) Order 2023",,SI,2023,in accordance with article 3.,,,https://www.legislation.gov.uk/ukdsi/2023/9780348242362,jq4B6CRi,1329,
6138,Occupational Pension Schemes (Collective Money Purchase Schemes) (Amendment) Regulations 2023,,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348255232,8dPsaQQr,22,
6813,Free-Range Egg Marketing Standards (Amendment) (England) Regulations 2024,,SI,2024,In accordance with regulation 1(1),,,https://www.legislation.gov.uk/ukdsi/2024/9780348266061,dKfpXXKs,10,
7261,"Economic Crime and Corporate Transparency Act 2023 (Consequential, Incidental and Miscellaneous Provisions) Regulations 2025",,SI,2025,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2025/9780348273304,vapUz3NC,6567,
5911,Digital Government (Disclosure of Information) (Identity Verification Services) Regulations 2023,,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348251661,bsFKL3cs,19,
5158,Restriction of Hazardous Substances in Electrical and Electronic Equipment (Exemptions) (Fees) Regulations 2022,,SI,2022,,2023-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2022/9780348239836,lFcjD553,1,
6883,Walsall (Electoral Changes) Order 2025,,SI,2025,in accordance with article 1(2) and (3).,,,https://www.legislation.gov.uk/ukdsi/2025/9780348267006,70QiwBOn,949,
2749,Criminal Justice Act 2003 (Early Release on Licence) Order 2020,,SI,2020,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2020/9780111194461,8LYf1zxc,842,
4951,Money Laundering and Terrorist Financing (Amendment) (No. 2) Regulations 2022,,SI,2022,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2022/9780348236347,Q0mRYcZ7,1338,
5660,Judicial Pensions (Remediable Service etc.) Regulations 2023,,SI,2023,in accordance with regulation 1(b),,,https://www.legislation.gov.uk/ukdsi/2023/9780348247947,LlrD7yqK,"1315, 869, 1408",
1682,Human Medicines and Medical Devices (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2019/9780111189092,zcm2nxUY,1,1573
440,Employment Rights (Amendment) (Northern Ireland) (EU Exit) (No. 2) Regulations 2018,,SI,2018,in accordance with regulation 1(1),,,https://www.legislation.gov.uk/ukdsi/2018/9780111174098,XehZ6ioA,1,
1030,"Official Controls for Feed, Food and Animal Health and Welfare (Amendment etc.) (EU Exit) Regulations 2019",,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111180280,x99aWqmU,1,
1614,Cableway Installations (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111188040,zbF9T5Jz,1,
2630,Armed Forces Act (Continuation) Order 2020,,SI,2020,,,,https://www.legislation.gov.uk/ukdsi/2020/9780111192658,83fy3pJ4,1366,
4278,Green Gas Support Scheme Regulations 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348227284,txkL9pHq,662,
128,European Union (Definition of Treaties) (Strategic Partnership Agreement) (Canada) Order 2018,,SI,2018,in accordance with article 2,,,https://www.legislation.gov.uk/ukdsi/2018/9780111169865,hMaj7XDd,2419,
428,Postal and Parcel Services (Amendment etc.) (EU Exit) Regulations 2018,,SI,2018,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111173947,5IIlk4eh,1,215
1403,European Union (Withdrawal) Act 2018 (Exit Day) (Amendment) Regulations 2019,,SI,2019,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2019/9780111184622,6IJkcRi4,1,
6090,Wine (Amendment) (England) Regulations 2024,,SI,2024,,2024-07-15 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2024/9780348254525,vCP6UxGh,10,
3362,New Heavy Duty Vehicles (Carbon Dioxide Emission Performance Standards) (Amendment) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1(2) and (3).,,,https://www.legislation.gov.uk/ukdsi/2020/9780348213416,4tEX3ofZ,1,
6928,Child Benefit and Guardian's Allowance Up-rating Order 2025,,SI,2025,,2025-04-07 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2025/9780348267907,gVnUmNip,"528, 527",
942,Money Market Funds (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111179178,PaiPYRSu,1,
2925,Greater Manchester Combined Authority (Fire and Rescue Functions) (Amendment) Order 2020,,SI,2020,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2020/9780111196519,9tj0Kbjr,949,
6130,Tandridge (Electoral Changes) Order 2024,,SI,2024,,,,https://www.legislation.gov.uk/ukdsi/2024/9780348255072,umBwLL2D,949,
6091,Magistrates? Courts Act 1980 (Automatic Online Conviction and Standard Statutory Penalty) (Specification of Offences and Penalties) Regulations 2024,,SI,2024,In accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2024/9780348254549,dCr26WIo,1917,
3073,Terrorism Act 2000 (Proscribed Organisations) (Amendment) (No. 2) Order 2020,,SI,2020,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2020/9780348209808,3IiIAp1z,176,
5182,Lancaster (Electoral Changes) Order 2022,,SI,2022,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2022/9780348239997,KEazdUJq,949,
7176,Protection and Disclosure of Personal Information (Amendment) Regulations 2025,,SI,2025,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2025/9780348271904,aCuNHN17,6567,
2306,Enterprise Act 2002 (Share of Supply Test) (Amendment) Order 2018,,SI,2018,in accordance with article 1(2).,,,https://www.legislation.gov.uk/ukdsi/2018/9780111167441,rLzoEBV2,1258,
4825,Public Procurement (International Trade Agreements) (Amendment) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348234534,rnWKeoGb,1375,
479,Non-Contentious Probate (Fees) Order 2018,,SI,2018,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111174319,meOzHTQS,"666, 1199",
6996,York and North Yorkshire Combined Authority (Adult Education Functions) Order 2025,,,2025,in accordance with article 1(1),,,https://www.legislation.gov.uk/ukdsi/2025/9780348269086,2pfHCjAf,949,
2494,London Borough of Ealing (Electoral Changes) Order 2019,,SI,2019,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2019/9780111189726,IBe3SMed,949,
969,European Union (Withdrawal) Act 2018 (Consequential Modifications and Repeals and Revocations) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111179628,7Cmog4gS,1,609
5416,Judicial Pensions (Fee-Paid Judges) (Amendment) Regulations 2023,,SI,2023,,2023-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2023/9780348243956,NOTf4dd9,869,
5953,Recognition of Professional Qualifications and Implementation of International Recognition Agreements (Amendment) Regulations 2023,,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348252552,4oB1m7hi,6925,
6216,Bank of England Levy (Amount of Levy Payable) Regulations 2024,,SI,2024,,2024-03-01 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2024/9780348256611,gwpMf7xp,1034,
1248,Financial Services (Miscellaneous) (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111181799,MXQWL3Hy,1,1083
870,Mesothelioma Lump Sum Payments (Conditions and Amounts) (Amendment) Regulations 2019,,SI,2019,,2019-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2019/9780111178232,35ksCG6b,79,
2632,Civil Liability (Information Requirements) and Risk Transformation (Amendment) Regulations 2020,,SI,2020,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2020/9780111192825,VbCDNiOY,"1076, 1282",
6504,Energy Act 2023 (Consequential Amendments) Regulations 2024,,SI,2024,In accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2024/9780348261448,7xH8DuTE,18398,
1016,Designs and International Trade Marks (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2019/9780111180037,6hbsYjAY,"1, 554, 3994",
5,Package Travel and Linked Travel Arrangements Regulations 2018,,SI,2018,,2018-07-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2018/9780111168479,i9hQEgyv,2419,
3342,Human Fertilisation and Embryology (Amendment) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2020/9780348213034,dKi3AedF,"1320, 1",
5181,Subsidy Control (Subsidies and Schemes of Interest or Particular Interest) Regulations 2022,,SI,2022,,2023-01-04 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2022/9780348240023,m3hMsyML,6923,
681,Air Services (Competition) (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111176306,ITXUonqE,1,
4616,Combined Authorities (Borrowing) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348231625,RdMJPcaP,934,
6981,Disclosure (Scotland) Act 2020 (Consequential Provisions and Modifications) Order 2025,,SI,2025,,2025-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2025/9780348268720,LTin0RxK,1289,
2474,Representation of the People (Annual Canvass) (Amendment) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111190487,DI50padB,"821, 1718",
4383,Companies (Strategic Report) (Climate-related Financial Disclosure) Regulations 2021,,SI,2021,,2022-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348228519,1OcNLYNq,1183,
6904,"Digital Markets, Competition and Consumers Act 2024 (Consequential Amendments) Regulations 2025",,SI,2025,,2025-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2025/9780348267372,g3cQdFsc,18420,
2387,Heavy Commercial Vehicles in Kent (No. 1) Order 2019,,SI,2019,in accordance with article 1.,,,https://www.legislation.gov.uk/ukdsi/2019/9780111189344,9PqOdZXB,"938, 503",
6157,Limited Liability Partnerships (Application of Company Law) Regulations 2024,,SI,2024,In accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2024/9780348255638,JUd8LcCr,393,
5428,"Occupational Pension Schemes (Administration, Investment, Charges and Governance) and Pensions Dashboards (Amendment) Regulations 2023",,SI,2023,in accordance with regulation 1(3) to (5),,,https://www.legislation.gov.uk/ukdsi/2023/9780348244113,RaEV0fjz,452,
5220,Trafford (Electoral Changes) Order 2022,,SI,2022,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2022/9780348240511,183kf7RR,949,
2571,Electrical Safety Standards in the Private Rented Sector (England) Regulations 2020,,SI,2020,,2020-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2020/9780111191934,TV2c2OHG,"1026, 1246",
1496,Cornwall (Electoral Changes) Order 2019,,SI,2019,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2019/9780111186749,HoVIwzJ9,949,
1375,Agriculture (Legislative Functions) (EU Exit) (No. 2) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111183762,XZlRsbFX,1,
7260,Terrorism Act 2000 (Proscribed Organisations) (Amendment) Order 2025,,SI,2025,in accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2025/9780348273373,SQMXivSn,176,
6137,Animal Welfare (Primate Licences) (England) Regulations 2023,,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348255423,v4lhBV14,1328,
1072,"Immigration, Nationality and Asylum (EU Exit) Regulations 2019",,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111180617,ZTUvAHbl,1,
5629,Animal Welfare (Electronic Collars) (England) Regulations 2023,,SI,2023,,2024-02-01 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2023/9780348247305,vUkNBtTH,1328,
4353,Age of Criminal Responsibility (Scotland) Act 2019 (Consequential Provisions and Modifications) Order 2021,,SI,2021,,2021-12-17 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2021/9780348228052,3EkjTPda,1289,
394,Babergh (Electoral Changes) Order 2018,,SI,2018,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2018/9780111173633,nMvuyVHs,949,
6175,Reporting on Payment Practices and Performance (Amendment) Regulations 2024,,SI,2024,In accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2024/9780348256079,TFyBrV1B,"393, 1330",
7121,National Security Act 2023 (Foreign Activities and Foreign Influence Registration Scheme: Specified Persons) (Iran) Regulations 2025,,SI,2025,Coming into force in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2025/9780348270792,ERtWdMeu,17824,
4419,Health and Social Care Act 2008 (Regulated Activities) (Amendment) (Coronavirus) (No. 2) Regulations 2021,,SI,2021,in accordance with regulation 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2021/9780348228861,Fnr7K4ER,1265,
5469,Local Government and Elections (Wales) Act 2021 (Corporate Joint Committees) (Consequential Amendments) Order 2023,,SI,2023,,2023-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2023/9780348245028,xXwfX3uD,1291,
2774,"Over the Counter Derivatives, Central Counterparties and Trade Repositories (Amendment, etc., and Transitional Provision) (EU Exit) Regulations 2020",,SI,2020,in accordance with regulation 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2020/9780111194676,6X8ZL3JY,1,
6536,Information Sharing (Disclosure by the Registrar) Regulations 2024,,SI,2024,In accordance with regulation 1(1),,,https://www.legislation.gov.uk/ukdsi/2024/9780348261875,Spvjwy7G,1183,
3058,Police Act 1997 (Criminal Record Certificates: Relevant Matters) (Amendment) (England and Wales) Order 2020,,SI,2020,in accordance with article 1(1).,,,https://www.legislation.gov.uk/ukdsi/2020/9780348209631,kD2WFKHA,281,
5405,"Social Security (Contributions) (Rates, Limits and Thresholds Amendments and National Insurance Funds Payments) Regulations 2023",,SI,2023,,2023-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2023/9780348243697,HgFEP8L2,"589, 528, 529, 286, 527, 1410",
792,Maritime Transport Access to Trade and Cabotage (Revocation) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111177402,R5LwYVDX,1,421
896,Financial Conglomerates and Other Financial Groups (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111178775,EguXJdHa,1,
7125,Contracts for Difference (Miscellaneous Amendments) (No. 2) Regulations 2025,,SI,2025,In accordance with regulation 1(1),,,https://www.legislation.gov.uk/ukdsi/2025/9780348270839,di9cmp88,863,
6003,Equality Act 2010 (Amendment) Regulations 2023,,SI,2023,,2024-01-01 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2023/9780348253191,nPb4tBY9,17808,
2687,Automatic Enrolment (Earnings Trigger and Qualifying Earnings Band) Order 2020,,SI,2020,,2020-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2020/9780111193488,AulW7ga5,145,
69,Richmondshire (Electoral Changes) Order 2018,,SI,2018,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2018/9780111170021,YZnLn72f,949,
