"Subject","Predicate","Object"
"http://parliament.uk/ontologies/treaty/","http://xmlns.com/foaf/0.1/maker","n6ec8be64fde94748a113b16abf0ade83b6"
"http://parliament.uk/ontologies/treaty/TreatySeriesItem","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#Class"
"http://parliament.uk/ontologies/treaty/commandPaperNumber","http://www.w3.org/2000/01/rdf-schema#domain","http://parliament.uk/ontologies/treaty/TreatyAsLaid"
"http://parliament.uk/ontologies/treaty/commandPaperNumber","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://parliament.uk/ontologies/treaty/"
"http://parliament.uk/ontologies/treaty/seriesItemCitation","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/2000/01/rdf-schema#Literal"
"http://parliament.uk/ontologies/treaty/commandPaperNumber","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#DatatypeProperty"
"n6ec8be64fde94748a113b16abf0ade83b2","http://xmlns.com/foaf/0.1/name","Robert Brook"
"http://parliament.uk/ontologies/treaty/","http://xmlns.com/foaf/0.1/maker","n6ec8be64fde94748a113b16abf0ade83b5"
"http://parliament.uk/ontologies/treaty/requiresPassageOfBill","http://www.w3.org/2000/01/rdf-schema#range","http://parliament.uk/ontologies/treaty/Bill"
"http://parliament.uk/ontologies/treaty/seriesItemCitation","http://www.w3.org/2000/01/rdf-schema#domain","http://parliament.uk/ontologies/treaty/TreatySeriesItem"
"http://parliament.uk/ontologies/treaty/","http://xmlns.com/foaf/0.1/maker","n6ec8be64fde94748a113b16abf0ade83b3"
