id,title,royalassentdate,year,chapternumber,legislationgovuri,dataparliamenturi,triplestoreid
13790,Navy and Victualling Departments Act 1829,1829-05-14,1829,c.15,,http://data.parliament.uk/publicgeneralact/1829/15,0ZUunSnb
13791,East India Company Act 1829,1829-05-14,1829,c.16,,http://data.parliament.uk/publicgeneralact/1829/16,rxXyhmVX
13792,"Newfoundland Fisheries, etc. Act 1829",1829-05-14,1829,c.17,,http://data.parliament.uk/publicgeneralact/1829/17,1MxRYQzH
13793,"Care, etc., of Lunatics Act 1829",1829-05-14,1829,c.18,,http://data.parliament.uk/publicgeneralact/1829/18,xv2gBShm
13794,Register of Sasines Act 1829,1829-05-14,1829,c.19,https://www.legislation.gov.uk/id/ukpga/Geo4/10/19,http://data.parliament.uk/publicgeneralact/1829/19,IM8aQUgE
13795,British and Spanish Claims Convention Act 1829,1829-05-14,1829,c.20,,http://data.parliament.uk/publicgeneralact/1829/20,P5xCx121
13796,Assessed Taxes Act 1829,1829-05-14,1829,c.21,,http://data.parliament.uk/publicgeneralact/1829/21,vttHG4I2
13797,Government of Western Australia Act 1829,1829-05-14,1829,c.22,,http://data.parliament.uk/publicgeneralact/1829/22,xPVBa6V4
13798,Silk Duties Act 1829,1829-05-22,1829,c.23,,http://data.parliament.uk/publicgeneralact/1829/23,RAK1zmBA
13799,Government Annuities Act 1829,1829-05-22,1829,c.24,,http://data.parliament.uk/publicgeneralact/1829/24,b5aOyPv8
13800,Greenwich Hospital Act 1829,1829-05-22,1829,c.25,,http://data.parliament.uk/publicgeneralact/1829/25,IfmCQAd9
13801,"Greenwich Hospital Outpensions, etc. Act 1829",1829-06-01,1829,c.26,,http://data.parliament.uk/publicgeneralact/1829/26,B8YuHVxQ
13802,National Debt Act 1829,1829-06-01,1829,c.27,,http://data.parliament.uk/publicgeneralact/1829/27,xPMmxqrU
13803,Supply Act 1829,1829-06-01,1829,c.28,,http://data.parliament.uk/publicgeneralact/1829/28,jqehO1gH
13804,Militia Pay Act 1829,1829-06-01,1829,c.29,,http://data.parliament.uk/publicgeneralact/1829/29,vLIprSUH
13805,Yeomanry Corps (Ireland) Act 1829,1829-06-01,1829,c.30,,http://data.parliament.uk/publicgeneralact/1829/30,u84lDnuX
13806,National Debt Act 1829,1829-06-01,1829,c.31,,http://data.parliament.uk/publicgeneralact/1829/31,2uA4V74z
13807,Excise Act 1829,1829-06-04,1829,c.32,,http://data.parliament.uk/publicgeneralact/1829/32,U854vWTr
13808,Irish Fisheries Act 1829,1829-06-04,1829,c.33,,http://data.parliament.uk/publicgeneralact/1829/33,pGXX3rqG
13809,Offences against the Person (Ireland) Act 1829,1829-06-04,1829,c.34,,http://data.parliament.uk/publicgeneralact/1829/34,Ru5Ouk5c
13810,Arrest on Mesne Process (Ireland) Act 1829,1829-06-04,1829,c.35,,http://data.parliament.uk/publicgeneralact/1829/35,veZfyL65
13811,Insolvent Debtors Relief (Ireland) Act 1829,1829-06-04,1829,c.36,,http://data.parliament.uk/publicgeneralact/1829/36,5lGFajlB
13812,Coroners (Ireland) Act 1829,1829-06-04,1829,c.37,,http://data.parliament.uk/publicgeneralact/1829/37,eLLeIVHb
13813,Criminal Law (Scotland) Act 1829,1829-06-04,1829,c.38,,http://data.parliament.uk/publicgeneralact/1829/38,ohRg8GzX
13814,Sugar Duties Act 1829,1829-06-19,1829,c.39,,http://data.parliament.uk/publicgeneralact/1829/39,wd6PPshw
13815,"Roads, etc. (Ireland) Act 1829",1829-06-19,1829,c.40,,http://data.parliament.uk/publicgeneralact/1829/40,tbXuHoMV
13816,Butter Trade (Ireland) Act 1829,1829-06-19,1829,c.41,,http://data.parliament.uk/publicgeneralact/1829/41,fBHAGygZ
13817,Charitable Loan Societies (Ireland) Act 1829,1829-06-19,1829,c.42,,http://data.parliament.uk/publicgeneralact/1829/42,PAH0xUXf
13818,Customs Act 1829,1829-06-19,1829,c.43,,http://data.parliament.uk/publicgeneralact/1829/43,bjCpJAf3
13819,Metropolitan Police Act 1829,1829-06-19,1829,c.44,https://www.legislation.gov.uk/id/ukpga/Geo4/10/44,http://data.parliament.uk/publicgeneralact/1829/44,NKHTgEjM
13820,"Justices of the Peace, Metropolis Act 1829",1829-06-19,1829,c.45,,http://data.parliament.uk/publicgeneralact/1829/45,j6CC7gC0
13821,"Petty Sessional Divisions, High Constables Act 1829",1829-06-19,1829,c.46,,http://data.parliament.uk/publicgeneralact/1829/46,oc3yAyyq
13822,Arms (Ireland) Act 1829,1829-06-19,1829,c.47,,http://data.parliament.uk/publicgeneralact/1829/47,dbhQvgfI
13823,"Sale, etc., of Certain Stocks Act 1829",1829-06-19,1829,c.48,,http://data.parliament.uk/publicgeneralact/1829/48,IM9J333P
13824,Delivery of Sugar out of Bond Act 1829,1829-06-19,1829,c.49,,http://data.parliament.uk/publicgeneralact/1829/49,QqieHf8g
13825,Crown Lands Act 1829,1829-06-19,1829,c.50,,http://data.parliament.uk/publicgeneralact/1829/50,I9lNmVdD
13826,"Labour in Cotton Mills, etc. Act 1829",1829-06-19,1829,c.51,,http://data.parliament.uk/publicgeneralact/1829/51,Oda3fMkr
13827,Masters and Apprentices Act 1829,1829-06-19,1829,c.52,,http://data.parliament.uk/publicgeneralact/1829/52,A4q2JhQx
13828,Ecclesiastical Courts Act 1829,1829-06-19,1829,c.53,,http://data.parliament.uk/publicgeneralact/1829/53,EvCtQo8s
13829,Goal Reports (Scotland) Act 1829,1829-06-19,1829,c.54,,http://data.parliament.uk/publicgeneralact/1829/54,92obQY6b
13830,Small Debts (Scotland) Act 1829,1829-06-19,1829,c.55,,http://data.parliament.uk/publicgeneralact/1829/55,B0zEtXZv
13831,Friendly Societies Act 1829,1829-06-19,1829,c.56,,http://data.parliament.uk/publicgeneralact/1829/56,neMhWcrz
13832,Charity Commission Act 1829,1829-06-19,1829,c.57,,http://data.parliament.uk/publicgeneralact/1829/57,o44eYgqk
13833,Oran and Drumtemple Act 1829,1829-06-19,1829,c.58,,http://data.parliament.uk/publicgeneralact/1829/58,qaYP9QRS
13834,Metropolitan Turnpikes Act 1829,1829-06-19,1829,c.59,,http://data.parliament.uk/publicgeneralact/1829/59,c7mX7NyJ
13835,Dangerous Assemblies (Ireland) Act 1829,1829-03-05,1829,c.1,,http://data.parliament.uk/publicgeneralact/1829/1,IUj6PtZj
13836,"Duties on Personal Estates, etc. Act 1829",1829-03-06,1829,c.2,,http://data.parliament.uk/publicgeneralact/1829/2,x8krv6um
13837,Supply Act 1829,1829-03-06,1829,c.3,,http://data.parliament.uk/publicgeneralact/1829/3,08af0O78
13838,Exchequer Bills Act 1829,1829-03-23,1829,c.4,,http://data.parliament.uk/publicgeneralact/1829/4,RbR4T5p1
13839,Marine Mutiny Act 1829,1829-03-23,1829,c.5,,http://data.parliament.uk/publicgeneralact/1829/5,HcQPzXHq
13840,Mutiny Act 1829,1829-03-23,1829,c.6,,http://data.parliament.uk/publicgeneralact/1829/6,vmTggZcz
13841,Roman Catholic Relief Act 1829,1829-04-13,1829,c.7,https://www.legislation.gov.uk/id/ukpga/Geo4/10/7,http://data.parliament.uk/publicgeneralact/1829/7,dn6Wwhno
13842,Parliamentary Elections (Ireland) Act 1829,1829-04-13,1829,c.8,,http://data.parliament.uk/publicgeneralact/1829/8,ZmFi5KX8
13843,Quartering of Soldiers Act 1829,1829-04-13,1829,c.9,,http://data.parliament.uk/publicgeneralact/1829/9,Sv58sHlX
13844,Appropriation Act 1829,1829-06-24,1829,c.60,,http://data.parliament.uk/publicgeneralact/1829/60,ZpmwrlFS
13845,Regent Street Act 1829,1829-06-24,1829,c.61,,http://data.parliament.uk/publicgeneralact/1829/61,m7QMMrKS
13846,India: Disqualification for House of Commons Act 1829,1829-06-24,1829,c.62,,http://data.parliament.uk/publicgeneralact/1829/62,aVm3DQme
13847,"Labour in Cotton Mills, etc. Act 1829",1829-06-24,1829,c.63,,http://data.parliament.uk/publicgeneralact/1829/63,259C7A9X
13848,Supply Act 1828,1828-02-19,1828,c.1,,http://data.parliament.uk/publicgeneralact/1828/1,JWzXuU3x
13849,Exchequer Bills Act 1828,1828-02-19,1828,c.2,,http://data.parliament.uk/publicgeneralact/1828/2,xfGSuVUD
13850,Marine Mutiny Act 1828,1828-03-21,1828,c.3,,http://data.parliament.uk/publicgeneralact/1828/3,Qw9oQUOr
13851,Mutiny Act 1828,1828-03-21,1828,c.4,,http://data.parliament.uk/publicgeneralact/1828/4,m1GCvYDd
13852,"Duties on Personal Estates, etc. Act 1828",1828-03-26,1828,c.5,,http://data.parliament.uk/publicgeneralact/1828/5,ECdDpZsZ
13853,Indemnity Act 1828,1828-03-26,1828,c.6,,http://data.parliament.uk/publicgeneralact/1828/6,GmXBOFSj
13854,"Lighting, etc., of Cities, etc. (Ireland) Act 1828",1828-03-26,1828,c.7,,http://data.parliament.uk/publicgeneralact/1828/7,7xA7gC92
13855,Quartering of Soldiers Act 1828,1828-04-03,1828,c.8,,http://data.parliament.uk/publicgeneralact/1828/8,goTKtsSx
13856,"Sessions of the Peace, Westminster Act 1828",1828-04-03,1828,c.9,,http://data.parliament.uk/publicgeneralact/1828/9,dRUGmFst
13857,Supply Act 1828,1828-04-03,1828,c.10,,http://data.parliament.uk/publicgeneralact/1828/10,iz287gKn
13858,Use of Fire on Steamboats Act 1828,1828-04-03,1828,c.11,,http://data.parliament.uk/publicgeneralact/1828/11,oK0o3GlA
13859,"Witnesses' Indemnity, Penryn Act 1828",1828-04-18,1828,c.12,,http://data.parliament.uk/publicgeneralact/1828/12,9rauBXTa
13860,Stamps on Fire Insurances Act 1828,1828-05-09,1828,c.13,,http://data.parliament.uk/publicgeneralact/1828/13,dGbXLp4r
13861,Statute of Frauds Amendment Act 1828,1828-05-09,1828,c.14,https://www.legislation.gov.uk/id/ukpga/Geo4/9/14,http://data.parliament.uk/publicgeneralact/1828/14,vTlK4GRy
13862,Amendment of Record in Civil Actions Act 1828,1828-05-09,1828,c.15,,http://data.parliament.uk/publicgeneralact/1828/15,wkAYpWab
13863,Life Annuities Act 1828,1828-05-09,1828,c.16,,http://data.parliament.uk/publicgeneralact/1828/16,Xqfr5EPx
13864,Sacramental Test Act 1828,1828-05-09,1828,c.17,,http://data.parliament.uk/publicgeneralact/1828/17,B6dXtNV2
13865,Stamp Duties on Cards and Dice Act 1828,1828-05-09,1828,c.18,,http://data.parliament.uk/publicgeneralact/1828/18,9jNbBxgj
13866,Supply Act 1828,1828-05-09,1828,c.19,,http://data.parliament.uk/publicgeneralact/1828/19,SFkgzSKo
13867,Importation of Foreign Wheat Act 1828,1828-05-13,1828,c.20,,http://data.parliament.uk/publicgeneralact/1828/20,Z0rqgfxc
13868,Passengers in Merchant Vessels Act 1828,1828-05-23,1828,c.21,,http://data.parliament.uk/publicgeneralact/1828/21,kOfTZI0k
13869,Controverted Elections Act 1828,1828-05-23,1828,c.22,,http://data.parliament.uk/publicgeneralact/1828/22,k4NU2WmA
13870,Bank Notes Act 1828,1828-06-19,1828,c.23,,http://data.parliament.uk/publicgeneralact/1828/23,gG5ncCxV
13871,Bills of Exchange (Ireland) Act 1828,1828-06-19,1828,c.24,https://www.legislation.gov.uk/id/ukpga/Geo4/9/24,http://data.parliament.uk/publicgeneralact/1828/24,msv9KQlj
13872,Revenue Solicitors' Act 1828,1828-06-19,1828,c.25,https://www.legislation.gov.uk/id/ukpga/Geo4/9/25,http://data.parliament.uk/publicgeneralact/1828/25,YF0MsyTZ
13873,"Keeper of Register of Hornings, etc. (Scotland) Act 1828",1828-06-19,1828,c.26,,http://data.parliament.uk/publicgeneralact/1828/26,wFl5ABVn
13874,Receipt Stamps Act 1828,1828-06-19,1828,c.27,,http://data.parliament.uk/publicgeneralact/1828/27,xYHPtF1w
13875,Family of Right Honourable George Canning Act 1828,1828-06-19,1828,c.28,,http://data.parliament.uk/publicgeneralact/1828/28,CeQFr0AQ
13876,Circuit Courts (Scotland) Act 1828,1828-06-19,1828,c.29,https://www.legislation.gov.uk/id/ukpga/Geo4/9/29,http://data.parliament.uk/publicgeneralact/1828/29,uZQwZtUC
13877,Supply Act 1828,1828-06-19,1828,c.30,,http://data.parliament.uk/publicgeneralact/1828/30,hwDj9rBi
13878,Offences against the Person (England) Act 1828,1828-06-27,1828,c.31,,http://data.parliament.uk/publicgeneralact/1828/31,MtVclRdX
13879,Civil Rights of Convicts Act 1828,1828-06-27,1828,c.32,,http://data.parliament.uk/publicgeneralact/1828/32,nfj1aVyL
13880,Importation of Corn Act 1828,1828-07-15,1828,c.60,,http://data.parliament.uk/publicgeneralact/1828/60,WnKYtzqH
13881,Alehouse Act 1828,1828-07-15,1828,c.61,,http://data.parliament.uk/publicgeneralact/1828/61,2U770YV3
13882,Linen and Hempen Manufacturers Act 1828,1828-07-15,1828,c.62,,http://data.parliament.uk/publicgeneralact/1828/62,illzr37R
13883,Constables (Ireland) Act 1828,1828-07-15,1828,c.63,,http://data.parliament.uk/publicgeneralact/1828/63,lsgxPxpH
13884,Regent Street Act 1828,1828-07-15,1828,c.64,,http://data.parliament.uk/publicgeneralact/1828/64,tMq511iS
13885,Bank Notes (No. 2) Act 1828,1828-07-15,1828,c.65,,http://data.parliament.uk/publicgeneralact/1828/65,hYHhpWke
13886,Nautical Almanack Act 1828,1828-07-15,1828,c.66,https://www.legislation.gov.uk/id/ukpga/Geo4/9/66,http://data.parliament.uk/publicgeneralact/1828/66,gDcuos86
13887,Militia Pay Act 1828,1828-07-19,1828,c.67,,http://data.parliament.uk/publicgeneralact/1828/67,II8EiH7N
13888,Retail Brewers Act 1828,1828-07-19,1828,c.68,,http://data.parliament.uk/publicgeneralact/1828/68,wjxJrlHG
13889,Night Poaching Act 1828,1828-07-19,1828,c.69,https://www.legislation.gov.uk/id/ukpga/Geo4/9/69,http://data.parliament.uk/publicgeneralact/1828/69,OXBnzoPs
13890,"Regent Street, etc. Act 1828",1828-07-19,1828,c.70,,http://data.parliament.uk/publicgeneralact/1828/70,wVjaOdgv
13891,Deputy Warden of the Cinque Ports Act 1828,1828-07-19,1828,c.71,,http://data.parliament.uk/publicgeneralact/1828/71,SMnkcwvo
13892,Bombay Marine Act 1828,1828-07-19,1828,c.72,,http://data.parliament.uk/publicgeneralact/1828/72,fl9CFQ5c
13893,"Insolvent Debtors, East Indies Act 1828",1928-07-19,1828,c.73,,http://data.parliament.uk/publicgeneralact/1828/73,vauP3lCT
13894,Criminal Law (India) Act 1828,1828-07-25,1828,c.74,,http://data.parliament.uk/publicgeneralact/1828/74,5ZCCxOdu
13895,Holyhead Roads Act 1828,1828-07-25,1828,c.75,,http://data.parliament.uk/publicgeneralact/1828/75,svB8lsey
13896,Customs Act 1828,1828-07-25,1828,c.76,,http://data.parliament.uk/publicgeneralact/1828/76,qQEMlbXo
13897,Turnpike Roads (England) Act 1828,1828-07-25,1828,c.77,,http://data.parliament.uk/publicgeneralact/1828/77,tc8uN479
13898,Lunatics' Estates Act 1828,1828-07-25,1828,c.78,,http://data.parliament.uk/publicgeneralact/1828/78,Fq9fPIwO
13899,"Superannuation, etc. Act 1828",1828-07-25,1828,c.79,,http://data.parliament.uk/publicgeneralact/1828/79,KHkdsDpv
13900,Bankers' Composition (Ireland) Act 1828,1828-07-25,1828,c.80,,http://data.parliament.uk/publicgeneralact/1828/80,5vGYNQzR
13901,Bank Notes (Ireland) Act 1828,1828-07-25,1828,c.81,,http://data.parliament.uk/publicgeneralact/1828/81,XIxMkwoy
13902,Lighting of Towns (Ireland) Act 1828,1828-07-25,1828,c.82,,http://data.parliament.uk/publicgeneralact/1828/82,wUZmwx9u
13903,Australian Courts Act 1828,1828-07-25,1828,c.83,,http://data.parliament.uk/publicgeneralact/1828/83,A048lANl
13904,Slave Trade Act 1828,1828-07-25,1828,c.84,,http://data.parliament.uk/publicgeneralact/1828/84,Kz05XIqV
13905,Lands Purchased for Charitable Purposes Act 1828,1828-07-25,1828,c.85,,http://data.parliament.uk/publicgeneralact/1828/85,KVo4w6Vd
13906,Cinque Ports Pilots Act 1828,1828-07-25,1828,c.86,,http://data.parliament.uk/publicgeneralact/1828/86,ewE1TPjF
13907,Deserted Children (Ireland) Act 1828,1828-07-25,1828,c.87,,http://data.parliament.uk/publicgeneralact/1828/87,KcrDgtB5
13908,Butter Trade (Ireland) Act 1828,1828-07-25,1828,c.88,,http://data.parliament.uk/publicgeneralact/1828/88,0y7O3M4g
13909,Exchequer Bills Act 1828,1828-07-25,1828,c.89,,http://data.parliament.uk/publicgeneralact/1828/89,esz7AO0V
13910,National Debt Reduction Act 1828,1828-07-25,1828,c.90,,http://data.parliament.uk/publicgeneralact/1828/90,dTr4kujP
13911,"Advance for Welland Canal, Canada Act 1828",1828-07-25,1828,c.91,,http://data.parliament.uk/publicgeneralact/1828/91,h4gHNcmK
13912,Savings Bank Act 1828,1828-07-28,1828,c.92,,http://data.parliament.uk/publicgeneralact/1828/92,5B1hXqhc
13913,Delivery of Sugar Out of Bond Act 1828,1828-07-28,1828,c.93,,http://data.parliament.uk/publicgeneralact/1828/93,XBkKVVci
13914,Clergy Resignation Bonds Act 1828,1828-07-28,1828,c.94,,http://data.parliament.uk/publicgeneralact/1828/94,ZMRBapiR
13915,Appropriation Act 1828,1828-07-28,1828,c.95,,http://data.parliament.uk/publicgeneralact/1828/95,LW9ZrBNx
13916,Administration of Estates in India Act 1828,1828-06-27,1828,c.33,,http://data.parliament.uk/publicgeneralact/1828/33,x3LutRbV
13917,Madhouses (Scotland) Act 1828,1828-06-27,1828,c.34,,http://data.parliament.uk/publicgeneralact/1828/34,WupZfWoI
13918,Protection of Purchasers Against Judgements (Ireland) Act 1828,1828-06-27,1828,c.35,,http://data.parliament.uk/publicgeneralact/1828/35,jZe9TNCT
13919,Sugar Duties Act 1828,1828-06-27,1828,c.36,,http://data.parliament.uk/publicgeneralact/1828/36,XPQskonx
13920,Cinque Ports Act 1828,1828-06-27,1828,c.37,https://www.legislation.gov.uk/id/ukpga/Geo4/9/37,http://data.parliament.uk/publicgeneralact/1828/37,5CMXS5st
13921,Land Tax Commissioners Act 1828,1828-06-27,1828,c.38,,http://data.parliament.uk/publicgeneralact/1828/38,DLx9rOqT
13922,Salmon Fisheries (Scotland) Act 1828,1828-07-15,1828,c.39,,http://data.parliament.uk/publicgeneralact/1828/39,jcf4H2fX
13923,County Lunatic Asylums (England) Act 1828,1828-07-15,1828,c.40,,http://data.parliament.uk/publicgeneralact/1828/40,4RuWHU19
13924,Lunatics (England) Act 1828,1828-07-15,1828,c.41,,http://data.parliament.uk/publicgeneralact/1828/41,nBWSk5Kn
13925,Church Building Society Act 1828,1828-07-15,1828,c.42,,http://data.parliament.uk/publicgeneralact/1828/42,YaZN2HXL
13926,Division of Counties Act 1828,1828-07-15,1828,c.43,,http://data.parliament.uk/publicgeneralact/1828/43,VYCjFFVr
13927,Excise Act 1828,1828-07-15,1828,c.44,,http://data.parliament.uk/publicgeneralact/1828/44,xuSvGYtu
13928,Distillation of Spirits Act 1828,1828-07-15,1828,c.45,,http://data.parliament.uk/publicgeneralact/1828/45,K6RZCwJf
13929,Hotel Keepers Act 1828,1828-07-15,1828,c.46,,http://data.parliament.uk/publicgeneralact/1828/46,tyMSFrVZ
13930,Passage Vessel Licences Act 1828,1828-07-15,1828,c.47,,http://data.parliament.uk/publicgeneralact/1828/47,WbGYxki5
13931,Duties on Glass Act 1828,1828-07-15,1828,c.48,,http://data.parliament.uk/publicgeneralact/1828/48,xKscFYMo
13932,Stamp Duties Act 1828,1828-07-15,1828,c.49,,http://data.parliament.uk/publicgeneralact/1828/49,f4c3U9pa
13933,"East India Company, Prize Money Act 1828",1828-07-15,1828,c.50,,http://data.parliament.uk/publicgeneralact/1828/50,ONPXirz3
13934,Canada Company Amendment Act 1828,1828-07-15,1828,c.51,,http://data.parliament.uk/publicgeneralact/1828/51,wQtMS9Y3
13935,Killiney Chapel Act 1828,1828-07-15,1828,c.52,,http://data.parliament.uk/publicgeneralact/1828/52,y2ZBId1S
13936,Criminal Statutes (Ireland) Repeal Act 1828,1828-07-15,1828,c.53,,http://data.parliament.uk/publicgeneralact/1828/53,wTCRHm7e
13937,Criminal Law (Ireland) Act 1828,1828-07-15,1828,c.54,,http://data.parliament.uk/publicgeneralact/1828/54,cVcmbBrm
13938,Larceny (Ireland) Act 1828,1828-07-15,1828,c.55,,http://data.parliament.uk/publicgeneralact/1828/55,pGgDHlic
13939,Malicious Injuries to Property (Ireland) Act 1828,1828-07-15,1828,c.56,,http://data.parliament.uk/publicgeneralact/1828/56,GC9aBVN6
13940,"Registry of Deeds, etc. (Ireland) Act 1828",1828-07-15,1828,c.57,,http://data.parliament.uk/publicgeneralact/1828/57,vN4w3CQT
13941,Licensing (Scotland) Act 1828,1828-07-15,1828,c.58,,http://data.parliament.uk/publicgeneralact/1828/58,JODnQnbY
13942,Parliamentary Elections (England) Act 1828,1828-07-15,1828,c.59,,http://data.parliament.uk/publicgeneralact/1828/59,bYKPL3wQ
13943,Mutiny Act 1827,1827-03-21,1827,c.4,,http://data.parliament.uk/publicgeneralact/1827/4,nxarpW6N
13944,Marine Mutiny Act 1827,1827-03-21,1827,c.5,,http://data.parliament.uk/publicgeneralact/1827/5,9PHvGqld
13945,Postage Act 1827,1827-03-21,1827,c.6,,http://data.parliament.uk/publicgeneralact/1827/6,wsNUSC41
13946,Duties on Personal Estates Act 1827,1827-04-02,1827,c.7,,http://data.parliament.uk/publicgeneralact/1827/7,7GoC0GmL
13947,Pensions Act 1827,1827-04-02,1827,c.8,,http://data.parliament.uk/publicgeneralact/1827/8,ep2tLl0K
13948,Ounce Thread Manufacture Act 1827,1827-04-02,1827,c.9,,http://data.parliament.uk/publicgeneralact/1827/9,yPk3b1ok
13949,Malicious Injuries to Property (England) Act 1827,1827-06-21,1827,c.30,,http://data.parliament.uk/publicgeneralact/1827/30,69mFlGcO
13950,Remedies Against the Hundred (England) Act 1827,1827-06-21,1827,c.31,,http://data.parliament.uk/publicgeneralact/1827/31,VPCuGvR8
13951,Destruction of Dwelling Houses (Ireland) Act 1827,1827-06-21,1827,c.32,,http://data.parliament.uk/publicgeneralact/1827/32,xHHJCHIb
13952,Millbank Penitentiary Act 1827,1827-06-21,1827,c.33,,http://data.parliament.uk/publicgeneralact/1827/33,WIkWgcUg
13953,Minister's Money (Ireland) Act 1827,1827-06-21,1827,c.34,,http://data.parliament.uk/publicgeneralact/1827/34,P9jrHJmE
13954,London and Holyhead and Liverpool Roads Act 1827,1827-06-21,1827,c.35,,http://data.parliament.uk/publicgeneralact/1827/35,t76ir3uK
13955,Deserted Children (Ireland) Act 1827,1827-06-21,1827,c.36,,http://data.parliament.uk/publicgeneralact/1827/36,lO52WiIp
13956,Corrupt Practices at Elections Act 1827,1827-06-21,1827,c.37,,http://data.parliament.uk/publicgeneralact/1827/37,WdtyvaX1
13957,Presentments by Constables Act 1827,1827-06-21,1827,c.38,,http://data.parliament.uk/publicgeneralact/1827/38,XNowuqYf
13958,Rates of Carriage of Goods Act 1827,1827-06-21,1827,c.39,,http://data.parliament.uk/publicgeneralact/1827/39,lYouXf5X
13959,Glass Duties Act 1827,1827-06-21,1827,c.40,,http://data.parliament.uk/publicgeneralact/1827/40,N8xp24BF
13960,Exchequer Bills Act 1827,1827-06-21,1827,c.41,,http://data.parliament.uk/publicgeneralact/1827/41,JfT9Iwue
13961,Supply Act 1827,1827-06-21,1827,c.42,,http://data.parliament.uk/publicgeneralact/1827/42,O0eTVv1n
13962,Union of Parishes (Ireland) Act 1827,1827-06-23,1827,c.43,,http://data.parliament.uk/publicgeneralact/1827/43,8KCwuoJW
13963,"Prerogative Court, etc. (Ireland) Act 1827",1827-06-23,1827,c.44,,http://data.parliament.uk/publicgeneralact/1827/44,2T9dD3Bx
13964,"Arts. of Clerkship, etc., Inrolment Act 1827",1827-06-23,1827,c.45,,http://data.parliament.uk/publicgeneralact/1827/45,ZAKjQE9k
13965,"General Register House, Edinburgh Act 1827",1827-06-23,1827,c.46,,http://data.parliament.uk/publicgeneralact/1827/46,OvUiWmnP
13966,Advances for Public Works Act 1827,1827-06-23,1827,c.47,,http://data.parliament.uk/publicgeneralact/1827/47,ZprobjAO
13967,Alehouses (England) Act 1827,1827-06-23,1827,c.48,,http://data.parliament.uk/publicgeneralact/1827/48,sRUsHOww
13968,Game Certificates (United Kingdom) Act 1827,1827-06-23,1827,c.49,,http://data.parliament.uk/publicgeneralact/1827/49,M1hXqY4C
13969,Militia Pay Act 1827,1827-06-23,1827,c.50,,http://data.parliament.uk/publicgeneralact/1827/50,u31Qy6UE
13970,"Exchequer, Equity Side (Ireland), etc. Act 1827",1827-06-23,1827,c.51,,http://data.parliament.uk/publicgeneralact/1827/51,4VZnprzX
13971,Excise on Malt Act 1827,1827-07-02,1827,c.52,,http://data.parliament.uk/publicgeneralact/1827/52,0zjoU2Eo
13972,Excise Management Act 1827,1827-07-02,1827,c.53,,http://data.parliament.uk/publicgeneralact/1827/53,mjtboSDD
13973,"Slave Trade, Treaty with Sweden Act 1827",1827-07-02,1827,c.54,,http://data.parliament.uk/publicgeneralact/1827/54,6mnYQ2CZ
13974,Board of Stamps in Great Britain and Ireland Act 1827,1827-07-02,1827,c.55,,http://data.parliament.uk/publicgeneralact/1827/55,xORP7KR6
13975,Customs Act 1827,1827-07-02,1827,c.56,,http://data.parliament.uk/publicgeneralact/1827/56,GR4mf9za
13976,Importation of Corn Act 1827,1827-07-02,1827,c.57,,http://data.parliament.uk/publicgeneralact/1827/57,JbvW0jgJ
13977,Average Price of Corn Act 1827,1827-07-02,1827,c.58,,http://data.parliament.uk/publicgeneralact/1827/58,tKuzN0zt
13978,Manor Courts (Ireland) Act 1827,1827-07-02,1827,c.59,,http://data.parliament.uk/publicgeneralact/1827/59,yWhekziN
13979,Compositions for Tithes (Ireland) Act 1827,1827-07-02,1827,c.60,,http://data.parliament.uk/publicgeneralact/1827/60,991ShWLU
13980,Butter Trade (Ireland) Act 1827,1827-07-02,1827,c.61,,http://data.parliament.uk/publicgeneralact/1827/61,t4aECMiN
13981,"Clergy Reserves, Canada Act 1827",1827-07-02,1827,c.62,,http://data.parliament.uk/publicgeneralact/1827/62,MzCDB9Xn
13982,Mutiny Act 1827,1827-07-02,1827,c.63,,http://data.parliament.uk/publicgeneralact/1827/63,1i9ub2ld
13983,Costs on Private Bills Act 1827,1827-07-02,1827,c.64,,http://data.parliament.uk/publicgeneralact/1827/64,cCxp24Le
13984,Admiralty Act 1827,1827-07-02,1827,c.65,,http://data.parliament.uk/publicgeneralact/1827/65,uizDpyy7
13985,Crown Lands Act 1827,1827-07-02,1827,c.66,,http://data.parliament.uk/publicgeneralact/1827/66,VYZvZ6pT
13986,Petty Sessions (Ireland) Act 1827,1827-07-02,1827,c.67,,http://data.parliament.uk/publicgeneralact/1827/67,rHwhTuBg
13987,Crown Lands (Ireland) Act 1827,1827-07-02,1827,c.68,,http://data.parliament.uk/publicgeneralact/1827/68,6PfgkeWJ
13988,Distresses (Ireland) Act 1827,1827-07-02,1827,c.69,,http://data.parliament.uk/publicgeneralact/1827/69,YtXm9CEY
13989,Exchequer Bills and Appropriation Act 1827,1827-07-02,1827,c.70,,http://data.parliament.uk/publicgeneralact/1827/70,7ikPaOki
13990,Imprisonment for Debt Act 1827,1827-07-02,1827,c.71,,http://data.parliament.uk/publicgeneralact/1827/71,w9e8pPtQ
13991,Church Building Act 1827,1827-07-02,1827,c.72,,http://data.parliament.uk/publicgeneralact/1827/72,cmVXPd2l
13992,"Administration of Justice, New South, Wales, etc. Act 1827",1827-07-02,1827,c.73,,http://data.parliament.uk/publicgeneralact/1827/73,eMc2PFCz
