id,title,royalassentdate,year,chapternumber,legislationgovuri,dataparliamenturi,triplestoreid
6089,National Insurance (Pt. I. Amendment) Act 1915,1915-03-16,1915,29,,http://data.parliament.uk/publicgeneralact/1915/29,Wr9L8ZWU
6090,Naval Discipline Act 1915,1915-03-16,1915,30,,http://data.parliament.uk/publicgeneralact/1915/30,t2bIhfTR
6091,Customs (War Powers) Act 1915,1915-03-16,1915,31,,http://data.parliament.uk/publicgeneralact/1915/31,bB6kJOJw
6092,Irish Police (Naval and Military Service) Act 1915,1915-03-16,1915,32,https://www.legislation.gov.uk/id/ukpga/Geo5/5-6/32,http://data.parliament.uk/publicgeneralact/1915/32,zUAN0Vks
6093,Consolidated Fund (No. 2) Act 1915,1915-03-16,1915,33,,http://data.parliament.uk/publicgeneralact/1915/33,fmbR1HDy
6094,Defence of the Realm (Amendment) Act 1915,1915-03-16,1915,34,,http://data.parliament.uk/publicgeneralact/1915/34,utKwHBFr
6095,Naval Marriages Act 1915,1915-03-16,1915,35,,http://data.parliament.uk/publicgeneralact/1915/35,zUKUR1ZQ
6096,Legal Proceedings against Enemies Act 1915,1915-03-16,1915,36,,http://data.parliament.uk/publicgeneralact/1915/36,zpMcMW2X
6097,Defence of the Realm (Amendment) (No. 2) Act 1915,1915-03-16,1915,37,,http://data.parliament.uk/publicgeneralact/1915/37,dfybKXAr
6098,Copyright (British Museum) Act 1915,1915-05-19,1915,38,,http://data.parliament.uk/publicgeneralact/1915/38,4vfeWGbR
6099,Fugitive Offenders (Protected States) Act 1915,1915-05-19,1915,39,,http://data.parliament.uk/publicgeneralact/1915/39,X6WN6luK
6100,Marriage of British Subjects (Facilities) Act 1915,1915-05-19,1915,40,https://www.legislation.gov.uk/id/ukpga/Geo5/5-6/40,http://data.parliament.uk/publicgeneralact/1915/40,kktSdltH
6101,Police (Emergency Provisions) Act 1915,1915-05-19,1915,41,,http://data.parliament.uk/publicgeneralact/1915/41,Webm2Zyh
6102,Defence of the Realm (Amendment) (No. 3) Act 1915,1915-05-19,1915,42,,http://data.parliament.uk/publicgeneralact/1915/42,cRXnyyqp
6103,Army (Transfer) Act 1915,1915-05-19,1915,43,,http://data.parliament.uk/publicgeneralact/1915/43,IAt4JNUD
6104,Statutory Companies (Redeemable Stock) Act 1915,1915-05-19,1915,44,https://www.legislation.gov.uk/id/ukpga/Geo5/5-6/44,http://data.parliament.uk/publicgeneralact/1915/44,g90LrzM9
6105,British North America Act 1915,1915-05-19,1915,45,https://www.legislation.gov.uk/id/ukpga/Geo5/5-6/45,http://data.parliament.uk/publicgeneralact/1915/45,3ywIuTIC
6106,Immature Spirits (Restriction) Act 1915,1915-05-19,1915,46,https://www.legislation.gov.uk/id/ukpga/Geo5/5-6/46,http://data.parliament.uk/publicgeneralact/1915/46,jQq6reZ0
6107,Special Constables (Scotland) Act 1915,1915-05-19,1915,47,,http://data.parliament.uk/publicgeneralact/1915/47,G6QLGK4O
6108,Fishery Harbours Act 1915,1915-05-19,1915,48,https://www.legislation.gov.uk/id/ukpga/Geo5/5-6/48,http://data.parliament.uk/publicgeneralact/1915/48,pT2pKiFZ
6109,Housing (Rosyth Dockyard) Act 1915,1915-05-19,1915,49,,http://data.parliament.uk/publicgeneralact/1915/49,jubi4V9s
6110,Re-election of Ministers Act 1915,1915-06-04,1915,50,,http://data.parliament.uk/publicgeneralact/1915/50,MP39a6Jg
6111,Ministry of Munitions Act 1915,1915-06-09,1915,51,,http://data.parliament.uk/publicgeneralact/1915/51,hU72Dggn
6112,Customs (Exportation Restriction) Act 1915,1915-06-24,1915,52,,http://data.parliament.uk/publicgeneralact/1915/52,LQSLfQCz
6113,Consolidated Fund (No. 3) Act 1915,1915-06-24,1915,53,,http://data.parliament.uk/publicgeneralact/1915/53,SfaT3CFL
6114,Munitions of War Act 1915,1915-07-02,1915,54,,http://data.parliament.uk/publicgeneralact/1915/54,B1BlQUbJ
6115,War Loan Act 1915,1915-07-02,1915,55,,http://data.parliament.uk/publicgeneralact/1915/55,feXxC5Jt
6116,War Loan (Trustees) Act 1915,1915-07-02,1915,56,,http://data.parliament.uk/publicgeneralact/1915/56,aIxgTzGX
6117,Prize Courts Act 1915,1915-07-02,1915,57,https://www.legislation.gov.uk/id/ukpga/Geo5/5-6/57,http://data.parliament.uk/publicgeneralact/1915/57,mTCtVq4Z
6118,Army (Amendment) No. 2 Act 1915,1915-07-02,1915,58,,http://data.parliament.uk/publicgeneralact/1915/58,ficlX9rj
6119,Milk and Dairies Act Postponement Act 1915,1915-07-02,1915,59,,http://data.parliament.uk/publicgeneralact/1915/59,bV9SiJBt
6120,National Registration Act 1915,1915-07-15,1915,60,https://www.legislation.gov.uk/id/ukpga/Geo5/5-6/60,http://data.parliament.uk/publicgeneralact/1915/60,K4givGca
6121,Government of India Act 1915,1915-07-29,1915,61,,http://data.parliament.uk/publicgeneralact/1915/61,oze2rYZj
6122,Finance Act 1915,1915-07-29,1915,62,,http://data.parliament.uk/publicgeneralact/1915/62,L3tN5m48
6123,Expiring Laws Continuance Act 1915,1915-07-29,1915,63,,http://data.parliament.uk/publicgeneralact/1915/63,V0WuXH2i
6124,Notification of Births (Extension) Act 1915,1915-07-29,1915,64,https://www.legislation.gov.uk/id/ukpga/Geo5/5-6/64,http://data.parliament.uk/publicgeneralact/1915/64,QZicSpmR
6125,Maintenance of Live Stock Act 1915,1915-07-29,1915,65,,http://data.parliament.uk/publicgeneralact/1915/65,ZISI4fNU
6126,Milk and Dairies (Consolidation) Act 1915,1915-07-29,1915,66,,http://data.parliament.uk/publicgeneralact/1915/66,mjUqcsKi
6127,Isle of Man (Customs) Act 1915,1915-07-29,1915,67,,http://data.parliament.uk/publicgeneralact/1915/67,5O8fcpeR
6128,Public Works Loans Act 1915,1915-07-29,1915,68,,http://data.parliament.uk/publicgeneralact/1915/68,SM4t2kmL
6129,Cotton Association (Emergency Action) Act 1915,1915-07-29,1915,69,,http://data.parliament.uk/publicgeneralact/1915/69,lGEluG7Z
6130,Execution of Trusts (War Facilities) Amendment Act 1915,1915-07-29,1915,70,,http://data.parliament.uk/publicgeneralact/1915/70,1M8Dutjd
6131,Customs (War Powers) (No. 2) Act 1915,1915-07-29,1915,71,,http://data.parliament.uk/publicgeneralact/1915/71,rjulMTnL
6132,Special Acts (Extension of Time) Act 1915,1915-07-29,1915,72,,http://data.parliament.uk/publicgeneralact/1915/72,xf4Sr6RF
6133,Naval Discipline (No. 2) Act 1915,1915-07-29,1915,73,,http://data.parliament.uk/publicgeneralact/1915/73,tp7y1u0i
6134,Police Magistrates (Superannuation) Act 1915,1915-07-29,1915,74,,http://data.parliament.uk/publicgeneralact/1915/74,ejl0koCk
6135,Price of Coal (Limitation) Act 1915,1915-07-29,1915,75,,http://data.parliament.uk/publicgeneralact/1915/75,q35E996H
6136,Elections and Registration Act 1915,1915-07-29,1915,76,,http://data.parliament.uk/publicgeneralact/1915/76,eIDQ7xKF
6137,Appropriation Act 1915,1915-07-29,1915,77,,http://data.parliament.uk/publicgeneralact/1915/77,T3JjlWDz
6138,Scottish Universities (Emergency Powers) Act 1915,1915-07-29,1915,78,,http://data.parliament.uk/publicgeneralact/1915/78,pFZ9gH4W
6139,Trading with the Enemy Amendment Act 1915,1915-07-29,1915,79,,http://data.parliament.uk/publicgeneralact/1915/79,EkFhoEwb
6140,Consolidated Fund (No. 4) Act 1915,1915-09-29,1915,80,,http://data.parliament.uk/publicgeneralact/1915/80,sokRNKor
6141,American Loan Act 1915,1915-10-13,1915,81,,http://data.parliament.uk/publicgeneralact/1915/81,lwZt0WKn
6142,Post Office and Telegraph Act 1915,1915-10-28,1915,82,,http://data.parliament.uk/publicgeneralact/1915/82,i3KF5fn4
6143,"Naval and Military War Pensions, &c., Act 1915",1915-11-10,1915,83,https://www.legislation.gov.uk/id/ukpga/Geo5/5-6/83,http://data.parliament.uk/publicgeneralact/1915/83,1xHNmGxK
6144,Clubs (Temporary Provisions) Act 1915,1915-11-10,1915,84,,http://data.parliament.uk/publicgeneralact/1915/84,WxxwPGgk
6145,Patents and Designs (Partial Suspension) Act 1915,1915-11-23,1915,85,,http://data.parliament.uk/publicgeneralact/1915/85,wvb5NU9X
6146,Appropriation (No. 2) Act 1915,1915-11-23,1915,86,,http://data.parliament.uk/publicgeneralact/1915/86,FglykSCa
6147,Indian Civil Service (Temporary Provisions) Act 1915,1915-12-23,1915,87,,http://data.parliament.uk/publicgeneralact/1915/87,bDF16zg7
6148,Street Collections Regulations (Scotland) Act 1915,1915-12-23,1915,88,,http://data.parliament.uk/publicgeneralact/1915/88,9yJNn5Tq
6149,Finance (No. 2) Act 1915,1915-12-23,1915,89,https://www.legislation.gov.uk/id/ukpga/Geo5/5-6/89,http://data.parliament.uk/publicgeneralact/1915/89,34hpYxHh
6150,Indictments Act 1915,1915-12-23,1915,90,https://www.legislation.gov.uk/id/ukpga/Geo5/5-6/90,http://data.parliament.uk/publicgeneralact/1915/90,WSHyWkBY
6151,Midwives (Scotland) Act 1915,1915-12-23,1915,91,,http://data.parliament.uk/publicgeneralact/1915/91,QpiOoauC
6152,Judicial Committee Act 1915,1915-12-23,1915,92,https://www.legislation.gov.uk/id/ukpga/Geo5/5-6/92,http://data.parliament.uk/publicgeneralact/1915/92,2CreHl5B
6153,War Loan (Supplemental Provisions) Act 1915,1915-12-23,1915,93,,http://data.parliament.uk/publicgeneralact/1915/93,wMpScoU9
6154,Evidence (Amendment) Act 1915,1915-12-23,1915,94,,http://data.parliament.uk/publicgeneralact/1915/94,seu4VcQx
6155,Education (Small Population Grants) Act 1915,1915-12-23,1915,95,,http://data.parliament.uk/publicgeneralact/1915/95,TvvahbPx
6156,Government War Obligations Act 1915,1915-12-23,1915,96,,http://data.parliament.uk/publicgeneralact/1915/96,xXbONF2C
6157,Increase of Rent and Mortgage Interest (War Restrictions) Act 1915,1915-12-23,1915,97,,http://data.parliament.uk/publicgeneralact/1915/97,0PM4NO2x
6158,Trading with the Enemy (Extension of Powers) Act 1915,1915-12-23,1915,98,,http://data.parliament.uk/publicgeneralact/1915/98,7QNKebDt
6159,War Loan Act 1914,1914-08-28,1914,60,,http://data.parliament.uk/publicgeneralact/1914/60,i45iBSBp
6160,Special Constables Act 1914,1914-08-28,1914,61,https://www.legislation.gov.uk/id/ukpga/Geo5/4-5/61,http://data.parliament.uk/publicgeneralact/1914/61,vlaTwnJV
6161,Isle of Man (War legislation) Act 1914,1914-08-28,1914,62,,http://data.parliament.uk/publicgeneralact/1914/62,UirRTHdr
6162,Defence of the Realm (No. 2) Act 1914,1914-08-28,1914,63,,http://data.parliament.uk/publicgeneralact/1914/63,FAmrsYap
6163,Customs (Exportation Prohibition) Act 1914,1914-08-28,1914,64,,http://data.parliament.uk/publicgeneralact/1914/64,WSTf2ByO
6164,"Articles of Commerce (Returns, &c.) Act 1914",1914-08-28,1914,65,,http://data.parliament.uk/publicgeneralact/1914/65,tu8Djm2T
6165,Elementary School Teachers (War Service Superannuation) Act 1914,1914-08-28,1914,66,,http://data.parliament.uk/publicgeneralact/1914/66,FQ5MUr8i
6166,Education (Scotland) (War Service Superannuation) Act 1914,1914-08-28,1914,67,,http://data.parliament.uk/publicgeneralact/1914/67,hNsZ452R
6167,Education (Scotland) (Provision of Meals) Act 1914,1914-08-28,1914,68,,http://data.parliament.uk/publicgeneralact/1914/68,DztEA37y
6168,Police (Scotland) (Limit of Age) Act 1914,1914-08-28,1914,69,,http://data.parliament.uk/publicgeneralact/1914/69,fP2BpX9j
6169,"Naval Billeting, etc. Act 1914",1914-08-28,1914,70,,http://data.parliament.uk/publicgeneralact/1914/70,jgl7sr7R
6170,Housing (No. 2) (Amendment) Act 1914,1914-08-28,1914,71,,http://data.parliament.uk/publicgeneralact/1914/71,zzXmT0Pv
6171,Currency and Bank Notes (Amendment) Act 1914,1914-08-28,1914,72,,http://data.parliament.uk/publicgeneralact/1914/72,23xkNTaU
6172,"Patents, Designs and Trade Marks Temporary Rules (Amendment) Act 1914",1914-08-28,1914,73,,http://data.parliament.uk/publicgeneralact/1914/73,ShmZ73s7
6173,Local Government (Adjustments) (Scotland) Act 1914,1914-08-28,1914,74,,http://data.parliament.uk/publicgeneralact/1914/74,W95Ziq6C
6174,Slaughter of Animals Act 1914,1914-08-31,1914,75,,http://data.parliament.uk/publicgeneralact/1914/75,qYzTWCWY
6175,Death Duties (Killed in War) Act 1914,1914-08-31,1914,76,,http://data.parliament.uk/publicgeneralact/1914/76,DriXSWuj
6176,Intoxicating Liquor (Temporary Restriction) Act 1914,1914-08-31,1914,77,,http://data.parliament.uk/publicgeneralact/1914/77,UyZAiabi
6177,Courts (Emergency Powers) Act 1914,1914-08-31,1914,78,,http://data.parliament.uk/publicgeneralact/1914/78,0Zt0Su8k
6178,"Prize Courts (Egypt, Zanzibar, and Cyprus) Act 1914",1914-09-18,1914,79,,http://data.parliament.uk/publicgeneralact/1914/79,Oh8cqh7k
6179,Police Constables (Naval and Military Service) Act 1914,1914-09-18,1914,80,,http://data.parliament.uk/publicgeneralact/1914/80,mgEauWCN
6180,National Insurance (Navy and Army) Act 1914,1914-09-18,1914,81,,http://data.parliament.uk/publicgeneralact/1914/81,SFgmUbaL
6181,Bills of Exchange Act 1914,1914-09-18,1914,82,,http://data.parliament.uk/publicgeneralact/1914/82,1w0tbpx9
6182,Army Pensions Act 1914,1914-09-18,1914,83,,http://data.parliament.uk/publicgeneralact/1914/83,4z8C5dBo
6183,Irish Police Constables (Naval and Military Service) Act 1914,1914-09-18,1914,84,,http://data.parliament.uk/publicgeneralact/1914/84,trQgT3UC
6184,Rates (Proceedings for Recovery) Act 1914,1914-09-18,1914,85,,http://data.parliament.uk/publicgeneralact/1914/85,kr5VVW63
6185,Superannuation Act 1914,1914-09-18,1914,86,,http://data.parliament.uk/publicgeneralact/1914/86,6SWRwxtA
6186,Trading with the Enemy Act 1914,1914-09-18,1914,87,,http://data.parliament.uk/publicgeneralact/1914/87,37vtLgJs
6187,Suspensory Act 1914,1914-09-18,1914,88,,http://data.parliament.uk/publicgeneralact/1914/88,NzMfQexA
6188,"Navy (Pledging of Certificates, etc.) Act 1914",1914-09-18,1914,89,,http://data.parliament.uk/publicgeneralact/1914/89,cXnGUOdG
6189,Government of Ireland Act 1914,1914-09-18,1914,90,https://www.legislation.gov.uk/id/ukpga/Geo5/4-5/90,http://data.parliament.uk/publicgeneralact/1914/90,6D9Zaodf
6190,Welsh Church Act 1914,1914-09-18,1914,91,https://www.legislation.gov.uk/id/ukpga/Geo5/4-5/91,http://data.parliament.uk/publicgeneralact/1914/91,yi2h2i3k
6231,County and Borough Councils (Qualification) Act 1914,1914-08-07,1914,21,,http://data.parliament.uk/publicgeneralact/1914/21,razzES4h
6232,Coal Mines Act 1914,1914-08-07,1914,22,,http://data.parliament.uk/publicgeneralact/1914/22,cLf5GSCg
6233,Expiring Laws Continuance Act 1914,1914-08-07,1914,23,,http://data.parliament.uk/publicgeneralact/1914/23,YISxjLTX
6234,Appropriation Act 1914,1914-08-07,1914,24,,http://data.parliament.uk/publicgeneralact/1914/24,k7YmencZ
6235,Electoral Disabilities (Naval and Military Service) Removal Act 1914,1914-08-07,1914,25,,http://data.parliament.uk/publicgeneralact/1914/25,Pgy17XNp
6236,"Army (Supply of Food, Forage, and Stores) Act 1914",1914-08-07,1914,26,,http://data.parliament.uk/publicgeneralact/1914/26,zG63vDye
6237,"Patents, Designs and Trade Marks (Temporary Rules) Act 1914",1914-08-07,1914,27,,http://data.parliament.uk/publicgeneralact/1914/27,M05hIscx
6238,Mall Approach (Improvement) Act 1914,1914-08-07,1914,28,,http://data.parliament.uk/publicgeneralact/1914/28,mtNt34Zh
6239,Defence of the Realm Act 1914,1914-08-08,1914,29,https://www.legislation.gov.uk/id/ukpga/Geo5/4-5/29,http://data.parliament.uk/publicgeneralact/1914/29,Fbe3Vcdd
6240,Injuries in War (Compensation) Act 1914,1914-08-10,1914,30,https://www.legislation.gov.uk/id/ukpga/Geo5/4-5/30,http://data.parliament.uk/publicgeneralact/1914/30,jeE8pLTv
6241,Housing Act 1914,1914-08-10,1914,31,,http://data.parliament.uk/publicgeneralact/1914/31,u9MTWQg5
6242,Labourers (Ireland) Act 1914,1914-08-10,1914,32,,http://data.parliament.uk/publicgeneralact/1914/32,Bq7tgpze
6243,Public Works Loans Act 1914,1914-08-10,1914,33,,http://data.parliament.uk/publicgeneralact/1914/33,wnMPX98t
6244,Police Reservists (Allowances) Act 1914,1914-08-10,1914,34,,http://data.parliament.uk/publicgeneralact/1914/34,aZZrWRnd
6245,Education (Provision of Meals) (Ireland) Act 1914,1914-08-10,1914,35,,http://data.parliament.uk/publicgeneralact/1914/35,qsyFuCZ1
6246,Osborne Estate Act 1914,1914-08-10,1914,36,,http://data.parliament.uk/publicgeneralact/1914/36,Gq0qFY1S
6247,Anglo-Persian Oil Company (Acquisition of Capital) Act 1914,1914-08-10,1914,37,,http://data.parliament.uk/publicgeneralact/1914/37,Gi8VdYH9
6248,East African Protectorates (Loans) Act 1914,1914-08-10,1914,38,,http://data.parliament.uk/publicgeneralact/1914/38,t4A9ULd4
6249,"County, Town and Parish Councils (Qualification) (Scotland) Act 1914",1914-08-10,1914,39,,http://data.parliament.uk/publicgeneralact/1914/39,yz0TbyzH
6250,Diseases of Animals (Ireland) Act 1914,1914-08-10,1914,40,,http://data.parliament.uk/publicgeneralact/1914/40,yCwn65JF
6251,Intermediate Education (Ireland) Act 1914,1914-08-10,1914,41,,http://data.parliament.uk/publicgeneralact/1914/41,5cS0sn9b
6252,Merchant Shipping (Certificates) Act 1914,1914-08-10,1914,42,,http://data.parliament.uk/publicgeneralact/1914/42,9lhSJ3jf
6253,Entail (Scotland) Act 1914,1914-08-10,1914,43,https://www.legislation.gov.uk/id/ukpga/Geo5/4-5/43,http://data.parliament.uk/publicgeneralact/1914/43,vds9iOcF
6254,Metropolitan Police (Employment in Scotland) Act 1914,1914-08-10,1914,44,https://www.legislation.gov.uk/id/ukpga/Geo5/4-5/44,http://data.parliament.uk/publicgeneralact/1914/44,dRrMltaA
6255,Elementary Education (Defective and Epileptic Children) Act 1914,1914-08-10,1914,45,,http://data.parliament.uk/publicgeneralact/1914/45,yCrPen2O
6256,Milk and Dairies (Scotland) Act 1914,1914-08-10,1914,46,,http://data.parliament.uk/publicgeneralact/1914/46,e061LbcP
6257,Deeds of Arrangement Act 1914,1914-08-10,1914,47,https://www.legislation.gov.uk/id/ukpga/Geo5/4-5/47,http://data.parliament.uk/publicgeneralact/1914/47,EnQFTcoc
6258,Feudal Casualties (Scotland) Act 1914,1914-08-10,1914,48,https://www.legislation.gov.uk/id/ukpga/Geo5/4-5/48,http://data.parliament.uk/publicgeneralact/1914/48,S0ohsiYo
6259,Milk and Dairies Act 1914,1914-08-10,1914,49,,http://data.parliament.uk/publicgeneralact/1914/49,IyJSl6f8
6260,Merchant Shipping (Convention) Act 1914,1914-08-10,1914,50,,http://data.parliament.uk/publicgeneralact/1914/50,ifQ26Udi
6261,Unreasonable Withholding of Food Supplies Act 1914,1914-08-10,1914,51,,http://data.parliament.uk/publicgeneralact/1914/51,SRdUFuI2
6262,Housing (No. 2) Act 1914,1914-08-10,1914,52,,http://data.parliament.uk/publicgeneralact/1914/52,zb7Lk4o9
6263,Special Constables (Scotland) Act 1914,1914-08-10,1914,53,,http://data.parliament.uk/publicgeneralact/1914/53,M5CPFHlh
6264,Constabulary and Police (Ireland) Act 1914,1914-08-10,1914,54,,http://data.parliament.uk/publicgeneralact/1914/54,ZTohNfhR
6265,River Navigation Improvement (Ireland) Act 1914,1914-08-10,1914,55,,http://data.parliament.uk/publicgeneralact/1914/55,Y8nfej41
6266,Charitable Trusts Act 1914,1914-08-10,1914,56,,http://data.parliament.uk/publicgeneralact/1914/56,5fUwUCYe
6267,National Insurance (Pt. II Amendment) Act 1914,1914-08-10,1914,57,,http://data.parliament.uk/publicgeneralact/1914/57,dHsUon22
6268,Criminal Justice Administration Act 1914,1914-08-10,1914,58,https://www.legislation.gov.uk/id/ukpga/Geo5/4-5/58,http://data.parliament.uk/publicgeneralact/1914/58,6rz084ny
6269,Bankruptcy Act 1914,1914-08-10,1914,59,https://www.legislation.gov.uk/id/ukpga/Geo5/4-5/59,http://data.parliament.uk/publicgeneralact/1914/59,nFi0fA0r
6281,Consolidated Fund (No. 1) Act 1913,1913-03-28,1913,1,,http://data.parliament.uk/publicgeneralact/1913/1,QerRdDIc
6282,Army (Annual) Act 1913,1913-04-25,1913,2,,http://data.parliament.uk/publicgeneralact/1913/2,U4DuEs3P
6283,Provisional Collection of Taxes Act 1913,1913-04-25,1913,3,,http://data.parliament.uk/publicgeneralact/1913/3,EMAyDi45
6284,Prisoners (Temporary Discharge for Ill-health) Act 1913,1913-04-25,1913,4,,http://data.parliament.uk/publicgeneralact/1913/4,rXYcsvhJ
6285,Consolidated Fund (No. 2) Act 1913,1913-07-04,1913,5,,http://data.parliament.uk/publicgeneralact/1913/5,b7TPAbIQ
6286,Extension of Polling Hours Act 1913,1913-08-15,1913,6,,http://data.parliament.uk/publicgeneralact/1913/6,y47N5Upn
6287,Children (Employment Abroad) Act 1913,1913-08-15,1913,7,,http://data.parliament.uk/publicgeneralact/1913/7,mWPWM5PR
6288,Crown Lands Act 1913,1913-08-15,1913,8,,http://data.parliament.uk/publicgeneralact/1913/8,2YHeucjJ
